ID,Modulo,"Requerimiento funcional","Escenario de prueba",Precondiciones,"Pasos ejecutados","Resultado esperado","Resultado obtenido",Estatus
F-053,Catalogos,"Taxes CRUD",Edicion,"Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Taxes CRUD habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Taxes CRUD -> Ejecutar el escenario edicion -> Validar respuesta del sistema y evidencia generada","La actualizacion se aplica correctamente y los cambios quedan reflejados sin inconsistencias.","Pendiente de ejecucion.",
F-053,Catalogos,"Taxes CRUD",Listado,"Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Taxes CRUD habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Catalogos -> Abrir el flujo Taxes CRUD -> Ejecutar el escenario listado -> Validar respuesta del sistema y evidencia generada","La informacion se muestra correctamente en pantalla, sin errores y con datos consistentes.","Pendiente de ejecucion.",
F-053,Catalogos,"Taxes CRUD","Borrado restringido si esta en uso","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Taxes CRUD habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Taxes CRUD -> Ejecutar el escenario borrado restringido si esta en uso -> Validar respuesta del sistema y evidencia generada","La eliminacion se ejecuta conforme a las restricciones del negocio y sin afectar informacion no relacionada.","Pendiente de ejecucion.",
F-054,Catalogos,"Departments CRUD",Create/update/delete/datatable,"Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Departments CRUD habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Catalogos -> Abrir el flujo Departments CRUD -> Ejecutar el escenario create/update/delete/datatable -> Validar respuesta del sistema y evidencia generada","La informacion se muestra correctamente en pantalla, sin errores y con datos consistentes.","Pendiente de ejecucion.",
F-054,Catalogos,"Departments CRUD",Validaciones,"Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Departments CRUD habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Departments CRUD -> Ejecutar el escenario validaciones -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: validaciones.","Pendiente de ejecucion.",
F-054,Catalogos,"Departments CRUD","Comportamiento sin registros","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Departments CRUD habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Departments CRUD -> Ejecutar el escenario comportamiento sin registros -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: comportamiento sin registros.","Pendiente de ejecucion.",
F-055,Catalogos,"Categories CRUD",Create/update/delete/datatable,"Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Categories CRUD habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Catalogos -> Abrir el flujo Categories CRUD -> Ejecutar el escenario create/update/delete/datatable -> Validar respuesta del sistema y evidencia generada","La informacion se muestra correctamente en pantalla, sin errores y con datos consistentes.","Pendiente de ejecucion.",
F-055,Catalogos,"Categories CRUD","Filtros por uso presupuestal si aplican","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Categories CRUD habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Categories CRUD -> Ejecutar el escenario filtros por uso presupuestal si aplican -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: filtros por uso presupuestal si aplican.","Pendiente de ejecucion.",
F-056,Catalogos,"Cost centers CRUD",Create/update/delete/datatable,"Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Cost centers CRUD habilitado; nivel de prueba UI + Feature HTTP disponible; datos semilla cargados.","Ingresar al modulo Catalogos -> Abrir el flujo Cost centers CRUD -> Ejecutar el escenario create/update/delete/datatable -> Validar respuesta del sistema y evidencia generada","La informacion se muestra correctamente en pantalla, sin errores y con datos consistentes.","Pendiente de ejecucion.",
F-056,Catalogos,"Cost centers CRUD","Campos obligatorios","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Cost centers CRUD habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Cost centers CRUD -> Ejecutar el escenario campos obligatorios -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: campos obligatorios.","Pendiente de ejecucion.",
F-056,Catalogos,"Cost centers CRUD",Estados,"Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Cost centers CRUD habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Cost centers CRUD -> Ejecutar el escenario estados -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: estados.","Pendiente de ejecucion.",
F-056,Catalogos,"Cost centers CRUD","Tipo de centro","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Cost centers CRUD habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Cost centers CRUD -> Ejecutar el escenario tipo de centro -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: tipo de centro.","Pendiente de ejecucion.",
F-057,Catalogos,"Cost centers por company","Respuesta filtrada por company","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Cost centers por company habilitado; nivel de prueba API interna disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Cost centers por company -> Ejecutar el escenario respuesta filtrada por company -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: respuesta filtrada por company.","Pendiente de ejecucion.",
F-057,Catalogos,"Cost centers por company","Company sin centros","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Cost centers por company habilitado; nivel de prueba API interna disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Cost centers por company -> Ejecutar el escenario company sin centros -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: company sin centros.","Pendiente de ejecucion.",
F-057,Catalogos,"Cost centers por company","Formato del payload","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Cost centers por company habilitado; nivel de prueba API interna disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Cost centers por company -> Ejecutar el escenario formato del payload -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: formato del payload.","Pendiente de ejecucion.",
F-058,Catalogos,"Importacion de cost centers","Descarga de template","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Importacion de cost centers habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Importacion de cost centers -> Ejecutar el escenario descarga de template -> Validar respuesta del sistema y evidencia generada","La descarga se genera correctamente y el archivo resultante es utilizable.","Pendiente de ejecucion.",
F-058,Catalogos,"Importacion de cost centers",Preview,"Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Importacion de cost centers habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Importacion de cost centers -> Ejecutar el escenario preview -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: preview.","Pendiente de ejecucion.",
F-058,Catalogos,"Importacion de cost centers","Errores de parseo","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Importacion de cost centers habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Importacion de cost centers -> Ejecutar el escenario errores de parseo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: errores de parseo.","Pendiente de ejecucion.",
F-058,Catalogos,"Importacion de cost centers",Confirmacion,"Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Importacion de cost centers habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Importacion de cost centers -> Ejecutar el escenario confirmacion -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: confirmacion.","Pendiente de ejecucion.",
F-058,Catalogos,"Importacion de cost centers","No duplicados","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Importacion de cost centers habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Importacion de cost centers -> Ejecutar el escenario no duplicados -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: no duplicados.","Pendiente de ejecucion.",
F-058,Catalogos,"Importacion de cost centers","Rollback en importacion invalida","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Importacion de cost centers habilitado; nivel de prueba UI + Feature HTTP + Service disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Importacion de cost centers -> Ejecutar el escenario rollback en importacion invalida -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: rollback en importacion invalida.","Pendiente de ejecucion.",
F-059,Catalogos,"Filtro por purchase type","Comportamiento de centros ANNUAL vs FREE_CONSUMPTION","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Filtro por purchase type habilitado; nivel de prueba Service/Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Filtro por purchase type -> Ejecutar el escenario comportamiento de centros ANNUAL vs FREE_CONSUMPTION -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: comportamiento de centros ANNUAL vs FREE_CONSUMPTION.","Pendiente de ejecucion.",
F-059,Catalogos,"Filtro por purchase type","Disponibilidad en formularios","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Filtro por purchase type habilitado; nivel de prueba Service/Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Filtro por purchase type -> Ejecutar el escenario disponibilidad en formularios -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: disponibilidad en formularios.","Pendiente de ejecucion.",
F-060,Catalogos,"Receiving locations CRUD",Alta/edicion/show/delete,"Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Receiving locations CRUD habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Receiving locations CRUD -> Ejecutar el escenario alta/edicion/show/delete -> Validar respuesta del sistema y evidencia generada","El registro se crea correctamente, respetando validaciones y reglas de negocio.","Pendiente de ejecucion.",
F-060,Catalogos,"Receiving locations CRUD","Data endpoint","Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Receiving locations CRUD habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Receiving locations CRUD -> Ejecutar el escenario data endpoint -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: data endpoint.","Pendiente de ejecucion.",
F-060,Catalogos,"Receiving locations CRUD",Validaciones,"Ambiente de QA disponible; usuario con acceso al modulo Catalogos; flujo Receiving locations CRUD habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Catalogos -> Abrir el flujo Receiving locations CRUD -> Ejecutar el escenario validaciones -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: validaciones.","Pendiente de ejecucion.",
